Total Amount of People,"	Election Cycle Number","	Total Happiness","	Winner","	Tie or Not "
51,42,59,2, False
51,41,63,3, False
51,40,6,1, False
51,39,62,2, False
51,38,12,1, False
51,37,56,2, False
51,36,9,1, False
51,35,56,2, False
51,34,51,2, True
51,33,49,2, True
51,32,52,2, False
51,31,60,3, False
51,30,61,3, False
51,29,14,1, False
51,28,21,1, False
51,27,47,4, False
51,26,49,4, False
51,25,59,3, False
51,24,-3,1, False
51,23,50,2, False
51,22,-6,1, False
51,21,52,2, False
51,20,8,1, False
51,19,65,2, False
51,18,55,2, False
51,17,60,3, False
51,16,60,3, False
51,15,25,1, False
51,14,65,2, False
51,13,14,1, False
51,12,62,2, False
51,11,51,2, False
51,10,-5,1, False
51,9,48,2, False
51,8,8,1, False
51,7,9,1, False
51,6,57,2, False
51,5,57,3, True
51,4,64,3, False
51,3,59,3, True
51,2,17,1, True
51,1,56,2, False
,,,,
,,,,
Total Amount of People,"	Election Cycle Number","	Total Happiness","	Winner","	Tie or Not "
51,38,47,4, False
51,37,-1,1, False
51,36,53,2, False
51,35,42,4, True
51,34,1,5, True
51,33,45,4, False
51,32,-7,1, False
51,31,42,4, False
51,30,-5,1, False
51,29,-5,1, False
51,28,39,4, True
51,27,50,2, False
51,26,0,5, True
51,25,58,3, False
51,24,54,3, True
51,23,61,3, False
51,22,52,3, True
51,21,-2,5, False
51,20,-14,1, False
51,19,46,4, False
51,18,-3,5, False
51,17,50,4, False
51,16,-15,1, False
51,15,47,2, False
51,14,-10,1, False
51,13,44,4, False
51,12,-8,1, False
51,11,45,4, False
51,10,-9,1, False
51,9,54,4, False
51,8,-1,5, False
51,7,57,4, False
51,6,1,5, False
51,5,58,4, False
51,4,-6,1, False
51,3,50,4, False
51,2,-8,1, False
51,1,50,4, False
,,,,
,,,,
Total Amount of People,"	Election Cycle Number","	Total Happiness","	Winner","	Tie or Not "
42,52,14,1, False
42,51,48,2, False
42,50,18,1, False
42,49,39,4, False
42,48,1,1, False
42,47,38,2, False
42,46,-2,1, False
42,45,-2,1, False
42,44,43,2, False
42,43,47,3, False
42,42,3,1, False
42,41,46,2, False
42,40,55,3, False
42,39,15,1, True
42,38,47,3, False
42,37,-5,1, False
42,36,-4,1, False
42,35,49,2, False
42,34,-5,5, True
42,33,52,3, False
42,32,44,3, True
42,31,47,3, False
42,30,-3,1, False
42,29,38,4, False
42,28,4,1, False
42,27,36,4, False
42,26,-2,1, False
42,25,41,2, False
42,24,47,3, False
42,23,9,1, False
42,22,9,1, False
42,21,44,2, False
42,20,50,3, False
42,19,47,3, False
42,18,4,1, False
42,17,51,2, False
42,16,49,3, False
42,15,50,3, False
42,14,13,1, False
42,13,9,1, False
42,12,44,2, False
42,11,8,1, False
42,10,45,2, False
42,9,5,1, False
42,8,47,2, False
42,7,1,1, False
42,6,39,2, True
42,5,45,3, True
42,4,49,2, False
42,3,60,3, False
42,2,50,3, True
42,1,41,2, False
,,,,
,,,,
Total Amount of People,"	Election Cycle Number","	Total Happiness","	Winner","	Tie or Not "
5,53,7,4, True
5,52,8,3, False
5,51,8,2, False
5,50,10,3, False
5,49,8,2, False
5,48,6,1, False
5,47,6,1, False
5,46,8,2, False
5,45,7,1, True
5,44,8,2, False
5,43,6,1, False
5,42,6,1, False
5,41,6,1, False
5,40,8,2, False
5,39,8,2, False
5,38,8,2, False
5,37,6,1, False
5,36,6,1, False
5,35,7,1, True
5,34,8,2, True
5,33,8,2, True
5,32,10,2, False
5,31,8,3, True
5,30,8,2, False
5,29,3,1, False
5,28,7,2, False
5,27,3,1, False
5,26,6,2, False
5,25,6,2, False
5,24,6,2, False
5,23,2,1, False
5,22,6,2, False
5,21,6,1, False
5,20,5,1, True
5,19,1,1, False
5,18,6,2, False
5,17,7,3, False
5,16,7,2, False
5,15,7,3, False
5,14,3,1, False
5,13,7,2, False
5,12,7,2, False
5,11,8,2, False
5,10,8,2, False
5,9,12,3, False
5,8,8,3, True
5,7,7,4, True
5,6,7,4, True
5,5,9,4, False
5,4,5,5, True
5,3,6,2, False
5,2,5,3, True
5,1,6,2, False
,,,,
,,,,
Total Amount of People,"	Election Cycle Number","	Total Happiness","	Winner","	Tie or Not "
38,17,10,1, False
38,16,42,2, False
38,15,40,2, False
38,14,-2,1, False
38,13,38,2, False
38,12,-11,5, True
38,11,-8,5, True
38,10,3,1, False
38,9,38,4, False
38,8,0,1, False
38,7,-3,1, True
38,6,37,4, False
38,5,-4,5, False
38,4,39,4, False
38,3,-6,1, False
38,2,-9,5, True
38,1,31,4, True
,,,,
,,,,
Total Amount of People,"	Election Cycle Number","	Total Happiness","	Winner","	Tie or Not "
55,13,53,4, False
55,12,62,3, False
55,11,7,1, False
55,10,12,1, False
55,9,55,2, True
55,8,47,2, False
55,7,56,3, True
55,6,63,3, False
55,5,2,1, False
55,4,59,2, False
55,3,4,1, False
55,2,48,2, True
55,1,51,4, False
,,,,
,,,,
Total Amount of People,"	Election Cycle Number","	Total Happiness","	Winner","	Tie or Not "
25,76,27,4, False
25,75,-1,5, False
25,74,-9,5, True
25,73,-2,5, True
25,72,-5,5, False
25,71,19,4, True
25,70,27,2, False
25,69,-8,5, True
25,68,26,3, True
25,67,29,3, False
25,66,-6,1, True
25,65,20,4, True
25,64,-6,1, False
25,63,-3,5, True
25,62,-4,1, False
25,61,0,1, False
25,60,27,2, False
25,59,-2,1, False
25,58,28,2, False
25,57,23,2, True
25,56,35,3, False
25,55,-5,1, True
25,54,24,2, True
25,53,0,5, True
25,52,30,3, False
25,51,36,3, False
25,50,34,3, False
25,49,-2,1, False
25,48,-2,5, False
25,47,24,4, False
25,46,-2,1, False
25,45,25,2, False
25,44,-1,1, False
25,43,26,2, False
25,42,-4,1, True
25,41,0,1, False
25,40,25,2, False
25,39,-2,1, False
25,38,26,3, True
25,37,29,2, False
25,36,33,3, False
25,35,19,4, True
25,34,27,2, True
25,33,28,3, True
25,32,31,3, False
25,31,31,3, False
25,30,32,3, False
25,29,1,1, True
25,28,26,3, True
25,27,-1,1, False
25,26,25,2, False
25,25,0,1, False
25,24,27,2, False
25,23,2,1, False
25,22,25,2, True
25,21,25,2, True
25,20,33,3, False
25,19,34,3, False
25,18,22,4, True
25,17,25,4, False
25,16,-5,1, False
25,15,21,2, False
25,14,-2,5, True
25,13,27,3, True
25,12,26,2, False
25,11,6,5, False
25,10,26,2, False
25,9,-8,1, True
25,8,28,4, False
25,7,28,3, False
25,6,32,3, False
25,5,-2,1, False
25,4,-2,5, False
25,3,28,4, False
25,2,-7,1, True
25,1,31,4, False
,,,,
,,,,
Total Amount of People,"	Election Cycle Number","	Total Happiness","	Winner","	Tie or Not "
58,65,-1,1, False
58,64,55,2, False
58,63,60,3, False
58,62,0,1, False
58,61,54,2, False
58,60,60,3, False
58,59,14,1, False
58,58,68,2, False
58,57,7,1, True
58,56,77,3, False
58,55,22,1, False
58,54,71,2, False
58,53,75,3, False
58,52,18,1, False
58,51,66,2, False
58,50,21,1, False
58,49,10,1, True
58,48,59,2, False
58,47,63,3, False
58,46,61,3, False
58,45,6,1, False
58,44,9,1, False
58,43,63,2, False
58,42,64,3, False
58,41,10,1, False
58,40,16,1, False
58,39,51,4, True
58,38,31,1, False
58,37,70,2, False
58,36,33,1, False
58,35,64,2, False
58,34,30,1, False
58,33,75,2, False
58,32,29,1, False
58,31,69,2, False
58,30,29,1, False
58,29,66,2, True
58,28,72,2, False
58,27,30,1, False
58,26,76,2, False
58,25,74,3, False
58,24,71,3, False
58,23,15,1, False
58,22,48,4, False
58,21,14,1, False
58,20,66,2, False
58,19,66,2, False
58,18,74,3, False
58,17,69,3, False
58,16,11,1, False
58,15,14,1, False
58,14,66,2, False
58,13,18,1, False
58,12,66,2, False
58,11,75,3, False
58,10,14,1, False
58,9,52,4, False
58,8,66,3, False
58,7,6,1, False
58,6,55,2, False
58,5,16,1, False
58,4,45,4, True
58,3,13,1, False
58,2,65,2, False
58,1,55,2, False
,,,,
,,,,
Total Amount of People,"	Election Cycle Number","	Total Happiness","	Winner","	Tie or Not "
82,41,87,2, False
82,40,106,3, False
82,39,87,3, False
82,38,-3,1, False
82,37,0,1, False
82,36,83,2, False
82,35,72,2, False
82,34,100,3, False
82,33,90,3, False
82,32,-10,1, False
82,31,-5,1, False
82,30,79,2, False
82,29,-4,1, False
82,28,92,2, False
82,27,86,2, False
82,26,26,1, False
82,25,97,2, False
82,24,83,2, False
82,23,88,3, False
82,22,9,1, False
82,21,81,2, False
82,20,83,3, True
82,19,89,3, False
82,18,9,1, False
82,17,99,2, False
82,16,14,1, False
82,15,89,2, False
82,14,94,3, False
82,13,95,3, False
82,12,20,1, False
82,11,81,2, False
82,10,3,1, False
82,9,74,2, False
82,8,3,1, False
82,7,83,2, False
82,6,12,1, False
82,5,91,2, False
82,4,91,3, False
82,3,26,1, False
82,2,94,2, False
82,1,27,1, False
,,,,
,,,,
Total Amount of People,"	Election Cycle Number","	Total Happiness","	Winner","	Tie or Not "
92,33,113,3, False
92,32,24,1, False
92,31,18,1, False
92,30,110,2, False
92,29,101,3, True
92,28,98,3, True
92,27,113,3, False
92,26,106,3, False
92,25,108,3, True
92,24,24,1, False
92,23,97,2, False
92,22,102,3, True
92,21,99,2, False
92,20,118,3, False
92,19,113,3, False
92,18,105,3, False
92,17,112,3, False
92,16,20,1, False
92,15,103,2, False
92,14,106,3, False
92,13,106,3, False
92,12,108,3, True
92,11,30,1, True
92,10,112,3, False
92,9,14,1, False
92,8,20,1, False
92,7,109,2, False
92,6,25,1, False
92,5,114,2, False
92,4,26,1, False
92,3,109,2, False
92,2,12,1, False
92,1,111,2, False
,,,,
,,,,
Total Amount of People,"	Election Cycle Number","	Total Happiness","	Winner","	Tie or Not "
84,61,6,5, False
84,60,96,4, False
84,59,5,5, False
84,58,89,4, False
84,57,-41,1, True
84,56,13,5, False
84,55,81,4, False
84,54,-33,1, True
84,53,-14,5, False
84,52,79,4, False
84,51,-13,5, True
84,50,-19,1, False
84,49,72,2, False
84,48,-10,1, False
84,47,71,2, False
84,46,-15,1, False
84,45,80,2, False
84,44,-8,1, True
84,43,95,3, False
84,42,11,1, False
84,41,87,2, False
84,40,-2,1, False
84,39,91,2, False
84,38,94,3, False
84,37,26,1, False
84,36,93,2, False
84,35,33,1, False
84,34,103,2, False
84,33,49,1, False
84,32,100,2, False
84,31,43,1, False
84,30,112,2, False
84,29,36,1, False
84,28,103,2, False
84,27,103,3, False
84,26,6,1, True
84,25,16,1, False
84,24,80,4, False
84,23,95,3, False
84,22,89,3, False
84,21,-13,1, False
84,20,73,4, False
84,19,-17,1, False
84,18,74,4, False
84,17,-22,1, False
84,16,78,4, False
84,15,-8,5, False
84,14,79,4, False
84,13,-35,1, True
84,12,3,5, False
84,11,81,4, False
84,10,-24,1, False
84,9,87,4, False
84,8,3,5, False
84,7,84,4, False
84,6,-25,1, False
84,5,7,5, False
84,4,93,4, False
84,3,78,4, False
84,2,88,3, True
84,1,99,3, False
,,,,
,,,,
Total Amount of People,"	Election Cycle Number","	Total Happiness","	Winner","	Tie or Not "
44,67,51,3, True
44,66,54,2, False
44,65,58,3, False
44,64,28,1, False
44,63,20,1, False
44,62,55,2, False
44,61,30,1, False
44,60,54,2, False
44,59,55,3, False
44,58,29,1, False
44,57,61,2, False
44,56,56,3, False
44,55,20,1, False
44,54,60,2, False
44,53,55,3, False
44,52,5,1, True
44,51,50,2, True
44,50,58,2, False
44,49,53,3, False
44,48,26,1, False
44,47,19,1, False
44,46,64,2, False
44,45,54,2, False
44,44,56,3, False
44,43,20,1, False
44,42,58,2, False
44,41,52,2, False
44,40,21,1, False
44,39,37,4, True
44,38,54,3, True
44,37,44,4, False
44,36,39,4, False
44,35,54,3, False
44,34,0,1, False
44,33,1,1, False
44,32,39,2, False
44,31,-14,5, True
44,30,-1,1, False
44,29,40,2, False
44,28,58,3, False
44,27,49,3, False
44,26,-6,5, False
44,25,-9,1, False
44,24,42,2, False
44,23,-5,1, False
44,22,44,2, False
44,21,4,1, False
44,20,50,2, False
44,19,16,1, False
44,18,18,1, False
44,17,42,4, False
44,16,24,1, False
44,15,35,4, True
44,14,53,2, False
44,13,49,3, True
44,12,54,2, False
44,11,51,3, False
44,10,6,1, False
44,9,15,1, True
44,8,55,2, False
44,7,56,3, False
44,6,46,2, True
44,5,51,2, False
44,4,43,2, False
44,3,49,3, False
44,2,-1,1, False
44,1,-5,1, False
,,,,
,,,,
Total Amount of People,"	Election Cycle Number","	Total Happiness","	Winner","	Tie or Not "
23,66,26,4, False
23,65,28,3, False
23,64,4,1, False
23,63,26,2, False
23,62,4,1, False
23,61,25,2, False
23,60,27,2, False
23,59,28,2, False
23,58,28,2, False
23,57,25,3, True
23,56,26,2, False
23,55,22,2, False
23,54,26,3, False
23,53,3,1, False
23,52,23,2, False
23,51,-1,5, False
23,50,22,2, False
23,49,2,1, False
23,48,20,4, False
23,47,10,1, False
23,46,8,1, False
23,45,31,2, False
23,44,17,1, True
23,43,32,3, False
23,42,36,3, False
23,41,17,1, False
23,40,30,2, False
23,39,5,1, True
23,38,22,2, False
23,37,24,3, True
23,36,24,2, False
23,35,5,1, False
23,34,5,1, True
23,33,27,2, False
23,32,4,1, False
23,31,28,2, False
23,30,25,2, True
23,29,35,2, False
23,28,36,3, False
23,27,34,3, False
23,26,-1,1, False
23,25,-1,1, False
23,24,22,2, False
23,23,-3,1, False
23,22,17,4, True
23,21,23,2, False
23,20,24,2, False
23,19,2,1, False
23,18,24,2, True
23,17,28,3, False
23,16,13,1, False
23,15,20,4, True
23,14,10,1, True
23,13,25,2, False
23,12,-3,5, False
23,11,20,4, True
23,10,30,4, False
23,9,26,4, False
23,8,22,4, True
23,7,1,5, False
23,6,25,4, False
23,5,25,3, False
23,4,26,3, False
23,3,-8,5, True
23,2,-3,1, True
23,1,24,3, True
,,,,
,,,,
Total Amount of People,"	Election Cycle Number","	Total Happiness","	Winner","	Tie or Not "
87,42,98,3, False
87,41,106,3, False
87,40,-13,1, False
87,39,73,4, False
87,38,92,3, False
87,37,-22,1, False
87,36,70,2, True
87,35,84,4, False
87,34,-16,1, False
87,33,78,2, False
87,32,-16,5, False
87,31,70,4, False
87,30,-15,1, False
87,29,73,2, False
87,28,-20,1, False
87,27,76,2, False
87,26,-5,5, False
87,25,76,4, False
87,24,-15,1, False
87,23,83,4, False
87,22,-1,5, False
87,21,82,4, False
87,20,-3,5, False
87,19,91,4, False
87,18,-34,1, True
87,17,90,4, False
87,16,7,5, False
87,15,86,4, False
87,14,2,5, False
87,13,72,4, True
87,12,81,4, False
87,11,9,5, False
87,10,81,4, False
87,9,-19,1, False
87,8,85,4, False
87,7,-14,5, True
87,6,-11,1, False
87,5,90,4, False
87,4,94,3, False
87,3,-18,1, False
87,2,76,2, False
87,1,-9,5, False
,,,,
,,,,
Total Amount of People,"	Election Cycle Number","	Total Happiness","	Winner","	Tie or Not "
77,78,78,4, False
77,77,86,3, False
77,76,-10,5, False
77,75,-23,1, True
77,74,65,4, True
77,73,81,4, False
77,72,91,3, False
77,71,85,3, False
77,70,-18,1, False
77,69,-11,5, False
77,68,71,2, False
77,67,-12,1, True
77,66,73,2, False
77,65,88,3, False
77,64,82,3, False
77,63,2,1, False
77,62,71,2, False
77,61,14,1, False
77,60,5,1, False
77,59,72,4, False
77,58,14,1, False
77,57,81,2, False
77,56,4,1, False
77,55,74,2, False
77,54,89,3, False
77,53,12,1, False
77,52,8,1, False
77,51,73,2, True
77,50,12,1, False
77,49,87,2, False
77,48,75,2, False
77,47,89,3, False
77,46,-9,1, False
77,45,64,4, False
77,44,-8,5, False
77,43,63,4, False
77,42,-8,1, False
77,41,73,2, False
77,40,-15,5, False
77,39,68,2, False
77,38,-14,1, False
77,37,67,2, False
77,36,-11,5, False
77,35,75,2, False
77,34,-25,5, True
77,33,-7,1, True
77,32,14,1, False
77,31,69,4, False
77,30,3,1, False
77,29,77,2, False
77,28,74,2, False
77,27,87,3, False
77,26,18,1, False
77,25,79,2, True
77,24,24,1, False
77,23,95,2, False
77,22,94,3, False
77,21,24,1, False
77,20,88,2, False
77,19,20,1, False
77,18,97,2, False
77,17,85,2, False
77,16,88,3, False
77,15,7,1, False
77,14,81,2, False
77,13,28,1, False
77,12,85,2, False
77,11,24,1, False
77,10,90,2, False
77,9,37,1, True
77,8,101,3, False
77,7,87,3, True
77,6,68,4, False
77,5,91,3, False
77,4,78,3, True
77,3,92,3, False
77,2,96,3, False
77,1,87,3, False
,,,,
,,,,
Total Amount of People,"	Election Cycle Number","	Total Happiness","	Winner","	Tie or Not "
82,8,3,1, False
82,7,86,2, False
82,6,-1,1, False
82,5,97,2, False
82,4,-3,1, False
82,3,89,2, False
82,2,3,1, False
82,1,87,2, False
,,,,
,,,,
Total Amount of People,"	Election Cycle Number","	Total Happiness","	Winner","	Tie or Not "
29,43,5,5, False
29,42,38,4, False
29,41,31,4, False
29,40,41,3, False
29,39,41,3, False
29,38,32,3, False
29,37,9,1, False
29,36,35,2, False
29,35,13,1, False
29,34,36,2, False
29,33,9,1, False
29,32,34,2, False
29,31,14,1, False
29,30,42,2, False
29,29,35,2, False
29,28,44,3, False
29,27,34,3, False
29,26,11,1, False
29,25,12,1, False
29,24,35,2, False
29,23,17,1, False
29,22,45,2, False
29,21,35,2, False
29,20,38,3, True
29,19,28,2, False
29,18,1,5, False
29,17,27,2, False
29,16,36,3, False
29,15,39,3, False
29,14,8,1, True
29,13,44,3, False
29,12,13,1, False
29,11,36,2, False
29,10,35,3, False
29,9,12,1, False
29,8,30,2, True
29,7,32,3, True
29,6,35,3, False
29,5,19,1, False
29,4,37,2, False
29,3,15,1, False
29,2,14,1, False
29,1,35,2, False
,,,,
,,,,
Total Amount of People,"	Election Cycle Number","	Total Happiness","	Winner","	Tie or Not "
26,74,31,2, False
26,73,29,2, False
26,72,8,1, False
26,71,29,2, False
26,70,38,3, False
26,69,35,3, False
26,68,39,3, False
26,67,34,3, False
26,66,14,1, False
26,65,32,2, False
26,64,13,1, False
26,63,13,1, False
26,62,40,2, False
26,61,33,2, False
26,60,36,3, False
26,59,9,1, False
26,58,6,1, False
26,57,28,2, False
26,56,10,1, True
26,55,36,3, False
26,54,32,3, False
26,53,17,1, False
26,52,35,2, False
26,51,34,3, False
26,50,33,3, False
26,49,15,1, False
26,48,10,1, False
26,47,31,2, False
26,46,31,2, True
26,45,32,3, True
26,44,33,2, False
26,43,9,1, True
26,42,9,1, False
26,41,29,2, False
26,40,31,3, True
26,39,33,2, True
26,38,36,2, False
26,37,33,3, False
26,36,28,3, True
26,35,11,1, True
26,34,29,2, False
26,33,3,1, False
26,32,29,2, False
26,31,-1,5, False
26,30,23,4, True
26,29,26,2, False
26,28,-6,5, True
26,27,29,3, False
26,26,-8,1, True
26,25,31,3, False
26,24,32,3, False
26,23,27,3, True
26,22,27,2, False
26,21,10,1, True
26,20,35,3, False
26,19,31,3, True
26,18,38,3, False
26,17,37,3, False
26,16,38,3, False
26,15,8,1, False
26,14,25,4, False
26,13,10,1, False
26,12,26,4, False
26,11,7,1, False
26,10,28,2, False
26,9,9,1, False
26,8,30,2, False
26,7,26,2, False
26,6,29,2, False
26,5,28,3, False
26,4,3,1, False
26,3,11,1, True
26,2,29,2, False
26,1,4,1, False
,,,,
,,,,
Total Amount of People,"	Election Cycle Number","	Total Happiness","	Winner","	Tie or Not "
4,12,7,3, False
4,11,7,3, False
4,10,3,1, True
4,9,6,2, True
4,8,5,4, False
4,7,7,3, False
4,6,7,3, False
4,5,5,3, True
4,4,7,2, False
4,3,7,1, False
4,2,8,2, False
4,1,8,2, False
,,,,
,,,,
Total Amount of People,"	Election Cycle Number","	Total Happiness","	Winner","	Tie or Not "
55,24,48,2, False
55,23,12,5, False
55,22,53,4, False
55,21,59,3, False
55,20,57,3, False
55,19,-17,1, False
55,18,45,4, True
55,17,51,2, True
55,16,55,4, False
55,15,59,3, False
55,14,-10,1, False
55,13,49,2, False
55,12,60,3, False
55,11,57,3, True
55,10,65,3, False
55,9,60,3, False
55,8,19,1, False
55,7,61,2, False
55,6,27,1, True
55,5,76,2, False
55,4,68,3, False
55,3,60,3, True
55,2,67,3, False
55,1,66,3, False
,,,,
,,,,
Total Amount of People,"	Election Cycle Number","	Total Happiness","	Winner","	Tie or Not "
90,21,-4,5, True
90,20,104,3, False
90,19,-5,5, False
90,18,81,4, False
90,17,-9,5, False
90,16,-25,1, False
90,15,67,2, True
90,14,10,5, False
90,13,97,4, False
90,12,77,4, False
90,11,-33,1, True
90,10,6,5, False
90,9,85,4, False
90,8,11,5, False
90,7,86,4, False
90,6,-3,5, False
90,5,84,4, False
90,4,-16,5, False
90,3,-11,1, True
90,2,79,4, False
90,1,-11,5, False
,,,,
,,,,
Total Amount of People,"	Election Cycle Number","	Total Happiness","	Winner","	Tie or Not "
55,80,46,4, False
55,79,-18,1, True
55,78,59,3, False
55,77,-11,1, False
55,76,51,2, False
55,75,61,3, False
55,74,-13,5, False
55,73,-7,1, False
55,72,56,4, False
55,71,-6,1, False
55,70,52,4, True
55,69,50,4, False
55,68,8,1, False
55,67,47,4, False
55,66,58,3, True
55,65,65,3, False
55,64,-11,1, True
55,63,-6,5, True
55,62,55,2, False
55,61,65,3, False
55,60,-4,5, False
55,59,43,4, True
55,58,69,3, False
55,57,61,2, False
55,56,64,3, False
55,55,63,3, False
55,54,2,1, False
55,53,3,1, False
55,52,51,4, False
55,51,6,1, False
55,50,45,4, True
55,49,61,2, False
55,48,-8,1, True
55,47,52,2, False
55,46,63,3, False
55,45,62,3, True
55,44,59,3, False
55,43,-11,5, False
55,42,6,1, False
55,41,55,2, True
55,40,52,4, False
55,39,8,1, False
55,38,56,2, False
55,37,62,3, False
55,36,-3,1, True
55,35,2,1, False
55,34,58,2, False
55,33,2,1, True
55,32,56,2, False
55,31,60,3, False
55,30,11,1, False
55,29,16,1, False
55,28,62,2, False
55,27,10,1, False
55,26,62,2, False
55,25,62,3, False
55,24,18,1, False
55,23,70,2, False
55,22,20,1, False
55,21,73,2, False
55,20,72,3, False
55,19,69,3, False
55,18,-1,1, False
55,17,53,2, False
55,16,60,3, False
55,15,60,3, False
55,14,11,1, False
55,13,-3,1, False
55,12,64,2, False
55,11,51,2, False
55,10,2,1, False
55,9,60,2, False
55,8,65,3, False
55,7,6,1, False
55,6,10,1, False
55,5,57,4, False
55,4,70,3, False
55,3,59,3, False
55,2,59,3, False
55,1,-17,1, False
,,,,
,,,,
Total Amount of People,"	Election Cycle Number","	Total Happiness","	Winner","	Tie or Not "
58,63,1,5, False
58,62,1,5, False
58,61,54,4, False
58,60,-6,1, False
58,59,52,4, False
58,58,-12,1, False
58,57,57,4, False
58,56,-6,5, False
58,55,60,4, False
58,54,-20,1, True
58,53,-15,1, False
58,52,53,4, False
58,51,-2,5, False
58,50,51,4, False
58,49,-8,5, False
58,48,0,1, True
58,47,54,4, False
58,46,3,1, True
58,45,66,3, False
58,44,-7,1, False
58,43,56,2, False
58,42,62,3, False
58,41,-6,1, False
58,40,51,4, False
58,39,-13,1, False
58,38,51,2, False
58,37,-8,5, False
58,36,48,4, False
58,35,-13,1, False
58,34,-13,1, False
58,33,55,4, False
58,32,-4,5, False
58,31,54,4, False
58,30,-13,5, False
58,29,-10,1, False
58,28,49,4, False
58,27,-13,1, False
58,26,-3,5, False
58,25,-7,5, True
58,24,50,2, False
58,23,-7,1, False
58,22,-4,1, True
58,21,48,4, False
58,20,-5,1, False
58,19,-5,1, True
58,18,58,4, False
58,17,73,3, False
58,16,63,3, False
58,15,60,3, False
58,14,-4,5, False
58,13,55,4, False
58,12,-8,1, False
58,11,54,4, False
58,10,-9,5, False
58,9,54,4, False
58,8,-18,1, False
58,7,-19,1, False
58,6,52,4, False
58,5,-3,5, False
58,4,-17,1, True
58,3,52,4, False
58,2,-12,5, False
58,1,53,4, False
,,,,
,,,,
Total Amount of People,"	Election Cycle Number","	Total Happiness","	Winner","	Tie or Not "
79,14,10,1, False
79,13,82,2, False
79,12,-5,1, False
79,11,68,4, False
79,10,1,1, False
79,9,73,4, False
79,8,-14,1, False
79,7,77,2, False
79,6,5,1, False
79,5,88,2, False
79,4,3,1, False
79,3,84,2, False
79,2,-2,1, False
79,1,85,2, False
,,,,
,,,,
Total Amount of People,"	Election Cycle Number","	Total Happiness","	Winner","	Tie or Not "
59,67,-11,1, False
59,66,56,4, False
59,65,-17,1, False
59,64,-8,5, False
59,63,61,4, False
59,62,-8,1, False
59,61,56,2, False
59,60,-10,1, True
59,59,-9,1, False
59,58,56,4, False
59,57,-17,1, False
59,56,57,4, False
59,55,-8,5, True
59,54,58,4, False
59,53,8,5, False
59,52,64,4, False
59,51,1,5, False
59,50,62,4, False
59,49,-8,5, True
59,48,53,4, False
59,47,-12,5, True
59,46,51,4, False
59,45,-3,1, False
59,44,54,4, False
59,43,-8,1, False
59,42,56,2, False
59,41,-10,1, True
59,40,50,4, False
59,39,0,1, False
59,38,-7,1, False
59,37,52,4, False
59,36,-6,5, False
59,35,-18,1, True
59,34,55,4, False
59,33,-9,5, False
59,32,49,4, True
59,31,52,4, False
59,30,-14,5, True
59,29,53,2, False
59,28,-7,5, False
59,27,50,4, False
59,26,-16,1, True
59,25,54,4, False
59,24,-21,1, False
59,23,0,5, False
59,22,61,4, False
59,21,1,5, False
59,20,59,4, False
59,19,-28,1, True
59,18,59,4, False
59,17,16,5, False
59,16,61,4, False
59,15,1,5, False
59,14,63,4, False
59,13,-29,1, True
59,12,64,4, False
59,11,57,4, False
59,10,67,3, False
59,9,-18,1, False
59,8,-5,5, False
59,7,56,4, False
59,6,-4,5, False
59,5,-6,5, False
59,4,-10,1, True
59,3,51,4, False
59,2,-12,1, True
59,1,60,4, False
,,,,
,,,,
Total Amount of People,"	Election Cycle Number","	Total Happiness","	Winner","	Tie or Not "
100,65,24,1, False
100,64,114,2, False
100,63,30,1, False
100,62,124,2, False
100,61,127,3, False
100,60,121,3, False
100,59,110,3, False
100,58,26,1, False
100,57,22,1, False
100,56,80,4, False
100,55,17,1, False
100,54,112,3, False
100,53,8,1, False
100,52,103,2, False
100,51,115,3, False
100,50,-12,1, False
100,49,104,2, False
100,48,109,3, False
100,47,-4,1, False
100,46,95,2, False
100,45,14,1, False
100,44,80,4, False
100,43,-13,1, False
100,42,91,4, False
100,41,101,3, True
100,40,117,3, False
100,39,106,3, False
100,38,-19,5, False
100,37,-14,1, False
100,36,85,4, False
100,35,-15,5, False
100,34,94,4, False
100,33,-15,1, False
100,32,88,2, False
100,31,-2,5, False
100,30,97,4, False
100,29,-23,1, False
100,28,94,2, False
100,27,-20,5, False
100,26,88,2, False
100,25,-8,1, False
100,24,90,2, False
100,23,8,1, False
100,22,91,2, False
100,21,19,1, False
100,20,103,2, False
100,19,7,1, False
100,18,110,2, False
100,17,113,3, False
100,16,-9,1, False
100,15,97,4, False
100,14,114,3, False
100,13,-1,1, False
100,12,86,4, False
100,11,-9,1, False
100,10,94,4, False
100,9,-27,1, False
100,8,87,4, False
100,7,-19,5, True
100,6,-27,1, False
100,5,97,4, False
100,4,-35,1, True
100,3,97,4, False
100,2,104,3, False
100,1,-15,5, True
,,,,
,,,,
Total Amount of People,"	Election Cycle Number","	Total Happiness","	Winner","	Tie or Not "
28,41,34,2, False
28,40,11,1, False
28,39,39,2, False
28,38,40,3, False
28,37,35,3, False
28,36,-3,1, False
28,35,30,2, False
28,34,31,3, False
28,33,5,1, False
28,32,25,4, False
28,31,8,1, False
28,30,5,1, False
28,29,34,2, False
28,28,9,1, False
28,27,32,2, True
28,26,37,2, True
28,25,42,2, False
28,24,40,3, False
28,23,32,3, False
28,22,34,3, False
28,21,41,3, False
28,20,37,3, False
28,19,38,3, False
28,18,34,3, False
28,17,33,3, False
